Ticker,Year,Name,CAGR of  Market Cap over 1 Month,CAGR of  P/E over 1 Month,Sharpe:M-1,Tkr & Exch,BEst Target Px:D-1,Tot Assets LF,FCF T12M,Governance,Security_Name,Industry,Country
SCG US Equity,2014,SCANA CORP,454.0962,454.0962,25.3009,SCG     US,51.857,15626000384,-239000000,6.83,SCANA Corp,Integrated Electric Utilities,United States
SCG US Equity,2015,SCANA CORP,36.7364,36.7364,1.6493,SCG     US,58.143,16506000384,-186000000,7.01,SCANA Corp,Integrated Electric Utilities,United States
SCG US Equity,2016,SCANA CORP,40.6851,0,2.0847,SCG     US,73.889,18446000128,-550000000,6.66,SCANA Corp,Integrated Electric Utilities,United States
SCG US Equity,2017,SCANA CORP,-68.7781,-67.9943,-2.1901,SCG     US,52.167,20018999296,-155000000,NA,SCANA Corp,Integrated Electric Utilities,United States
SCG US Equity,2018,SCANA CORP,45.6285,45.7004,0.86,SCG     US,41.125,18816000000,227000000,NA,SCANA Corp,Integrated Electric Utilities,United States
SCHW US Equity,2014,SCHWAB (CHARLES) CORP,-21.5583,-23.2487,-0.5808,SCHW    US,30.733,147444006912,1936000000,6.09,Charles Schwab Corp/The,Wealth Management,United States
SCHW US Equity,2015,SCHWAB (CHARLES) CORP,865.0433,857.3089,29.1665,SCHW    US,33.467,170402004992,920000000,6.04,Charles Schwab Corp/The,Wealth Management,United States
SCHW US Equity,2016,SCHWAB (CHARLES) CORP,-45.5705,0,-1.7068,SCHW    US,35.062,198052003840,3169999936,6.12,Charles Schwab Corp/The,Wealth Management,United States
SCHW US Equity,2017,SCHWAB (CHARLES) CORP,-16.5198,-16.5198,-0.9468,SCHW    US,49.25,220601008128,1333000000,5.93,Charles Schwab Corp/The,Wealth Management,United States
SCHW US Equity,2018,SCHWAB (CHARLES) CORP,-57.494,-57.494,-1.7048,SCHW    US,57.235,261882003456,3644999936,5.6,Charles Schwab Corp/The,Wealth Management,United States
SCHW US Equity,2019,SCHWAB (CHARLES) CORP,706.6157,706.6162,31.5961,SCHW    US,42.853,278999990272,7881000000,5.81,Charles Schwab Corp/The,Wealth Management,United States
SCHW US Equity,2020,SCHWAB (CHARLES) CORP,506.6159,276.5081,7.5703,SCHW    US,43.206,419399991296,2648000512,5.77,Charles Schwab Corp/The,Wealth Management,United States
SEE US Equity,2014,SEALED AIR CORP,295.6705,315.1816,9.377,SEE     US,39.875,8354500096,-258499968,7.02,Sealed Air Corp,Containers & Packaging,United States
SEE US Equity,2015,SEALED AIR CORP,-34.1343,7.6913,0.2722,SEE     US,55.25,7586299904,786000000,6.74,Sealed Air Corp,Containers & Packaging,United States
SEE US Equity,2016,SEALED AIR CORP,-25.5119,0,0.0543,SEE     US,53.167,7605799936,497000000,6.7,Sealed Air Corp,Containers & Packaging,United States
SEE US Equity,2017,SEALED AIR CORP,-8.9436,-8.9435,-0.7716,SEE     US,48.525,7626899968,612500000,6.77,Sealed Air Corp,Containers & Packaging,United States
SEE US Equity,2018,SEALED AIR CORP,-79.1155,-76.0645,-1.9572,SEE     US,42.567,4997000192,65400000,7.01,Sealed Air Corp,Containers & Packaging,United States
SEE US Equity,2019,SEALED AIR CORP,-34.6742,-34.6742,-1.2621,SEE     US,46.333,5676400128,327000000,7.33,Sealed Air Corp,Containers & Packaging,United States
SEE US Equity,2020,SEALED AIR CORP,6.3249,10.6244,0.5072,SEE     US,46.167,5828199936,503700000,NA,Sealed Air Corp,Containers & Packaging,United States
SHW US Equity,2014,SHERWIN-WILLIAMS CO/THE,113.8146,165.7787,6.3122,SHW     US,239,6317004800,992828984,7.06,Sherwin-Williams Co/The,Specialty Chemicals,United States
SHW US Equity,2015,SHERWIN-WILLIAMS CO/THE,311.8443,317.6176,11.2846,SHW     US,290.786,6102023168,880089992,6.89,Sherwin-Williams Co/The,Specialty Chemicals,United States
SHW US Equity,2016,SHERWIN-WILLIAMS CO/THE,-76.4246,0,-1.891,SHW     US,307.846,6917770752,1244294000,7.43,Sherwin-Williams Co/The,Specialty Chemicals,United States
SHW US Equity,2017,SHERWIN-WILLIAMS CO/THE,39.1292,37.3228,3.8423,SHW     US,422.368,20779657216,1391538976,7.48,Sherwin-Williams Co/The,Specialty Chemicals,United States
SHW US Equity,2018,SHERWIN-WILLIAMS CO/THE,-61.8629,-62.9871,-1.8851,SHW     US,446.52,19980695552,1810806016,7.48,Sherwin-Williams Co/The,Specialty Chemicals,United States
SHW US Equity,2019,SHERWIN-WILLIAMS CO/THE,69.2101,68.1407,3.4465,SHW     US,598.217,20864339968,1864294032,7.4,Sherwin-Williams Co/The,Specialty Chemicals,United States
SHW US Equity,2020,SHERWIN-WILLIAMS CO/THE,137.047,144.0589,7.5443,SHW     US,740.409,20809699328,2925801952,7.42,Sherwin-Williams Co/The,Specialty Chemicals,United States
SIG US Equity,2015,SIGNET JEWELERS LTD,139.6288,139.6288,7.7654,SIG     US,164,6211800064,80600000,8.24,Signet Jewelers Ltd,Jewelry & Watch Stores,United States
SIG US Equity,2016,SIGNET JEWELERS LTD,-2.1399,0,3.1452,SIG     US,107.143,6297999872,313300000,8,Signet Jewelers Ltd,Jewelry & Watch Stores,United States
SIG US Equity,2017,SIGNET JEWELERS LTD,3.194,3.1939,0.2278,SIG     US,68.273,6313800192,496200000,8.29,Signet Jewelers Ltd,Jewelry & Watch Stores,United States
SIVB US Equity,2018,SVB FINANCIAL GROUP,-94.7978,-94.8383,-1.769,SIVB    US,315.158,58139734016,803950024,8.27,SVB Financial Group,Banks,United States
SIVB US Equity,2019,SVB FINANCIAL GROUP,475.2525,473.1236,13.5927,SIVB    US,247.316,68231233536,706319024,7.83,SVB Financial Group,Banks,United States
SIVB US Equity,2020,SVB FINANCIAL GROUP,1092.42,1082.7085,26.9342,SIVB    US,306.25,96916774912,1410064992,NA,SVB Financial Group,Banks,United States
SJM US Equity,2014,JM SMUCKER CO/THE,132.0502,132.0504,9.5315,SJM     US,110.909,9250199552,473600000,5.95,J M Smucker Co/The,Packaged Food,United States
SJM US Equity,2015,JM SMUCKER CO/THE,1.8615,1.8615,0.1052,SJM     US,125.778,16758400000,794700000,6.48,J M Smucker Co/The,Packaged Food,United States
SJM US Equity,2016,JM SMUCKER CO/THE,-30.6215,0,-2.1702,SJM     US,148.583,16061800448,1193500000,7.15,J M Smucker Co/The,Packaged Food,United States
SJM US Equity,2017,JM SMUCKER CO/THE,-38.744,-38.7441,-1.9287,SJM     US,117.154,15641600000,912600000,6.87,J M Smucker Co/The,Packaged Food,United States
SJM US Equity,2018,JM SMUCKER CO/THE,111.1114,111.1116,4.7027,SJM     US,107.667,17513000960,803100000,6.99,J M Smucker Co/The,Packaged Food,United States
SJM US Equity,2019,JM SMUCKER CO/THE,6.8831,6.8831,0.4342,SJM     US,105.667,16791600128,788200000,7.45,J M Smucker Co/The,Packaged Food,United States
SJM US Equity,2020,JM SMUCKER CO/THE,-8.471,-8.4709,-0.4054,SJM     US,118.312,16902299648,1169400000,7.78,J M Smucker Co/The,Packaged Food,United States
SLB US Equity,2014,SCHLUMBERGER LTD,-24.2838,-17.3271,-0.4969,SLB     US,120.714,68320002048,7148000064,7.68,Schlumberger NV,Oilfield Services & Equipment,United States
SLB US Equity,2015,SCHLUMBERGER LTD,111.2388,119.9694,4.7929,SLB     US,90.429,63341998080,7290000000,7.9,Schlumberger NV,Oilfield Services & Equipment,United States
SLB US Equity,2016,SCHLUMBERGER LTD,-42.9009,0,-0.558,SLB     US,93.038,80594001920,4631000064,7.27,Schlumberger NV,Oilfield Services & Equipment,United States
SLB US Equity,2017,SCHLUMBERGER LTD,-19.1714,-19.6766,-0.8676,SLB     US,75.185,73569001472,3289000064,7.45,Schlumberger NV,Oilfield Services & Equipment,United States
SLB US Equity,2018,SCHLUMBERGER LTD,-88.5131,-88.5962,-3.53,SLB     US,72.25,70045999104,3469000000,7,Schlumberger NV,Oilfield Services & Equipment,United States
SLB US Equity,2019,SCHLUMBERGER LTD,238.5,234.7754,6.3089,SLB     US,43.093,57990000640,3659000000,7.64,Schlumberger NV,Oilfield Services & Equipment,United States
SLB US Equity,2020,SCHLUMBERGER LTD,-26.6406,-29.0413,-0.5864,SLB     US,23.458,44066000896,2966000000,NA,Schlumberger NV,Oilfield Services & Equipment,United States
SLG US Equity,2015,SL GREEN REALTY CORP,49.3639,NA,2.6869,SLG     US,128.429,NA,-2773306024,5.08,SL Green Realty Corp,Office REIT,United States
SLG US Equity,2016,SL GREEN REALTY CORP,-65.6071,0,-3.3289,SLG     US,121.692,15790942208,-2354737064,5.31,SL Green Realty Corp,Office REIT,United States
SLG US Equity,2017,SL GREEN REALTY CORP,-69.7996,-68.0948,-4.7753,SLG     US,113.562,15109869568,154913000,5.55,SL Green Realty Corp,Office REIT,United States
SLG US Equity,2018,SL GREEN REALTY CORP,-18.823,1.9547,-0.0176,SLG     US,108.316,13455003648,172607000,6.5,SL Green Realty Corp,Office REIT,United States
SLG US Equity,2019,SL GREEN REALTY CORP,28.0749,74.6305,4.0103,SLG     US,93.562,13294984192,-99830000,6.11,SL Green Realty Corp,Office REIT,United States
SLG US Equity,2020,SL GREEN REALTY CORP,-80.6602,-78.4447,-1.4126,SLG     US,54.6,12324038656,-66753000,NA,SL Green Realty Corp,Office REIT,United States
SNA US Equity,2014,SNAP-ON INC,286.3003,286.896,9.9714,SNA     US,136.5,4268499968,340000000,6.98,Snap-on Inc,Other Machinery & Equipment,United States
SNA US Equity,2015,SNAP-ON INC,204.0991,210.2159,11.8127,SNA     US,183.667,4491400192,367800000,7.01,Snap-on Inc,Other Machinery & Equipment,United States
SNA US Equity,2016,SNAP-ON INC,6.8516,0,1.1351,SNA     US,178.286,4600099840,487300000,6.67,Snap-on Inc,Other Machinery & Equipment,United States
SNA US Equity,2017,SNAP-ON INC,88.888,112.6786,9.0252,SNA     US,190.333,5256200192,491600000,6.26,Snap-on Inc,Other Machinery & Equipment,United States
SNA US Equity,2018,SNAP-ON INC,-77.8884,-76.8489,-2.0176,SNA     US,169.4,5354800128,648700000,6.18,Snap-on Inc,Other Machinery & Equipment,United States
SNA US Equity,2019,SNAP-ON INC,102.7868,118.1732,7.1494,SNA     US,169.571,5596400128,593500000,6.24,Snap-on Inc,Other Machinery & Equipment,United States
SNA US Equity,2020,SNAP-ON INC,54.2221,62.8624,1.4995,SNA     US,165.625,6267599872,827000000,6.08,Snap-on Inc,Other Machinery & Equipment,United States
SNPS US Equity,2017,SYNOPSYS INC,93.0764,93.0764,8.4636,SNPS    US,89.5,5678939136,528486000,6.21,Synopsys Inc,Application Software,United States
SNPS US Equity,2018,SYNOPSYS INC,-30.5348,-30.5348,-0.9972,SNPS    US,111.8,5795214848,387554984,6.1,Synopsys Inc,Application Software,United States
SNPS US Equity,2019,SYNOPSYS INC,-16.2683,-16.2682,-0.8273,SNPS    US,150.5,6153408000,559360000,6.35,Synopsys Inc,Application Software,United States
SNPS US Equity,2020,SYNOPSYS INC,313.0402,313.0402,10.7759,SNPS    US,226.357,7663249920,814405992,NA,Synopsys Inc,Application Software,United States
SO US Equity,2014,SOUTHERN CO/THE,125.7763,113.911,8.2557,SO      US,45.912,67654000640,836000000,8.29,Southern Co/The,Integrated Electric Utilities,United States
SO US Equity,2015,SOUTHERN CO/THE,-26.8817,-27.3672,-1.495,SO      US,46.286,75215003648,-663000000,8.28,Southern Co/The,Integrated Electric Utilities,United States
SO US Equity,2016,SOUTHERN CO/THE,20.7544,0,0.4597,SO      US,52.529,106362003456,-2790000064,8.17,Southern Co/The,Integrated Electric Utilities,United States
SO US Equity,2017,SOUTHERN CO/THE,61.4816,61.4817,5.1468,SO      US,51.625,110315003904,-1718000000,7.87,Southern Co/The,Integrated Electric Utilities,United States
SO US Equity,2018,SOUTHERN CO/THE,64.9269,64.9268,3.7426,SO      US,45.833,112777003008,-1260999936,7.64,Southern Co/The,Integrated Electric Utilities,United States
SO US Equity,2019,SOUTHERN CO/THE,-3.5079,-3.5078,-0.4104,SO      US,61.265,117590999040,-1814000000,7.39,Southern Co/The,Integrated Electric Utilities,United States
SO US Equity,2020,SOUTHERN CO/THE,51.7936,53.0925,2.7041,SO      US,61,123158003712,-1726000000,NA,Southern Co/The,Integrated Electric Utilities,United States
SPG US Equity,2014,SIMON PROPERTY GROUP INC,159.1202,158.9555,9.7248,SPG     US,192,29672165376,1381244008,5.89,Simon Property Group Inc,Retail REIT,United States
SPG US Equity,2015,SIMON PROPERTY GROUP INC,21.2999,21.2978,1.0332,SPG     US,226.111,30641303552,29781992,5.71,Simon Property Group Inc,Retail REIT,United States
SPG US Equity,2016,SIMON PROPERTY GROUP INC,-66.1354,0,-3.1621,SPG     US,229.857,31668848640,2013383968,6.28,Simon Property Group Inc,Retail REIT,United States
SPG US Equity,2017,SIMON PROPERTY GROUP INC,-32.3995,-32.4447,-1.5456,SPG     US,190.4,31032410112,2763043008,6.29,Simon Property Group Inc,Retail REIT,United States
SPG US Equity,2018,SIMON PROPERTY GROUP INC,121.9626,121.2538,5.3227,SPG     US,193.1,31079692288,2618018016,5.97,Simon Property Group Inc,Retail REIT,United States
SPG US Equity,2019,SIMON PROPERTY GROUP INC,60.8631,67.6737,4.234,SPG     US,179.25,33844226048,2965326976,5.9,Simon Property Group Inc,Retail REIT,United States
SPG US Equity,2020,SIMON PROPERTY GROUP INC,-76.594,-76.594,-1.8772,SPG     US,84,34026170368,1911643968,5.56,Simon Property Group Inc,Retail REIT,United States
SPGI US Equity,2014,S&P GLOBAL INC,183.1114,175.8317,6.6897,SPGI    US,96.25,6270000128,949000000,7.53,S&P Global Inc,Information Services,United States
SPGI US Equity,2015,S&P GLOBAL INC,199.7721,229.7931,9.7093,SPGI    US,113.625,8162999808,-192000000,8.08,S&P Global Inc,Information Services,United States
SPGI US Equity,2016,S&P GLOBAL INC,-38.4218,0,-1.0373000000000001,SPGI    US,135.769,8675999744,1590000000,8.02,S&P Global Inc,Information Services,United States
SPGI US Equity,2017,S&P GLOBAL INC,-7.492,1.421,0.017,SPGI    US,176.571,8714000384,1381000000,8.25,S&P Global Inc,Information Services,United States
SPGI US Equity,2018,S&P GLOBAL INC,-47.3495,-45.8954,-1.5619,SPGI    US,205.867,9383000064,2080000000,8.23,S&P Global Inc,Information Services,United States
SPGI US Equity,2019,S&P GLOBAL INC,36.627,48.8455,2.4324,SPGI    US,278.154,10188000256,2333000000,7.92,S&P Global Inc,Information Services,United States
SPGI US Equity,2020,S&P GLOBAL INC,-1.7738,0.1662,0.0034,SPGI    US,376.067,11452000256,3349000000,7.71,S&P Global Inc,Information Services,United States
SRCL US Equity,2014,STERICYCLE INC,152.4375,152.4372,9.9384,SRCL    US,130.545,4445634048,328114000,7.22,Stericycle Inc,Waste Management,United States
SRCL US Equity,2015,STERICYCLE INC,-78.2254,-78.2254,-1.1624,SRCL    US,145.545,5176457216,304019000,6.44,Stericycle Inc,Waste Management,United States
SRCL US Equity,2016,STERICYCLE INC,-47.0164,0,-1.3994,SRCL    US,87,7067595776,371589992,6.4,Stericycle Inc,Waste Management,United States
SRCL US Equity,2017,STERICYCLE INC,-51.9507,-51.9507,-3.2774,SRCL    US,88.167,7037496832,406728992,7.79,Stericycle Inc,Waste Management,United States
SRCL US Equity,2018,STERICYCLE INC,-67.1108,-82.1044,-2.7404,SRCL    US,68.556,6902900224,57680000,8.09,Stericycle Inc,Waste Management,United States
SRE US Equity,2014,SEMPRA ENERGY,90.5102,87.5745,4.2796,SRE     US,113.071,38982000640,-997000000,7.15,Sempra Energy,Electric Transmission & Dist,United States
SRE US Equity,2015,SEMPRA ENERGY,47.0221,47.0221,2.6626,SRE     US,119.455,40566001664,-422000000,7.43,Sempra Energy,Electric Transmission & Dist,United States
SRE US Equity,2016,SEMPRA ENERGY,-10.2715,0,-0.3023,SRE     US,116.615,45525999616,-1419000000,7.55,Sempra Energy,Electric Transmission & Dist,United States
SRE US Equity,2017,SEMPRA ENERGY,102.6265,102.6266,9.9941,SRE     US,124.726,50128998400,-637000000,7.58,Sempra Energy,Electric Transmission & Dist,United States
SRE US Equity,2018,SEMPRA ENERGY,-30.1867,-25.7958,-1.7112,SRE     US,124.091,59906998272,-666000000,7.69,Sempra Energy,Electric Transmission & Dist,United States
SRE US Equity,2019,SEMPRA ENERGY,-26.3193,-26.3192,-1.7346,SRE     US,153.857,64584998912,-565000000,8.28,Sempra Energy,Electric Transmission & Dist,United States
SRE US Equity,2020,SEMPRA ENERGY,28.1238,28.1238,1.221,SRE     US,143.789,67221999616,-1832000064,NA,Sempra Energy,Electric Transmission & Dist,United States
STE US Equity,2020,STERIS PLC,8.3607,4.3785,0.1799,STE     US,193.75,5492567040,399538000,7.1,STERIS PLC,Medical Equipment,United States
STI US Equity,2014,SUNTRUST BANKS INC,93.4371,93.4371,4.1464,STI     US,43.375,186818002944,4414999936,7.86,SunTrust Banks Inc,Banks,United States
STI US Equity,2015,SUNTRUST BANKS INC,254.6959,292.7864,13.0855,STI     US,46.68,187035992064,134999936,8.05,SunTrust Banks Inc,Banks,United States
STI US Equity,2016,SUNTRUST BANKS INC,-31.7185,0,0.205,STI     US,47.692,205090996224,609000064,8.2,SunTrust Banks Inc,Banks,United States
STI US Equity,2017,SUNTRUST BANKS INC,-19.497,-11.3737,-1.108,STI     US,63.84,208251994112,1663000064,8.26,SunTrust Banks Inc,Banks,United States
STI US Equity,2018,SUNTRUST BANKS INC,-64.2562,-52.3765,-2.1241,STI     US,74.571,211276005376,3963999872,NA,SunTrust Banks Inc,Banks,United States
STI US Equity,2019,SUNTRUST BANKS INC,115.7054,115.1589,8.401,STI     US,71.111,227367993344,1247000000,NA,SunTrust Banks Inc,Banks,United States
STT US Equity,2014,STATE STREET CORP,96.4812,96.4811,3.3282,STT     US,79.075,274976014336,225000000,7.62,State Street Corp,"Instl Trust, Fiduciary & Custody",United States
STT US Equity,2015,STATE STREET CORP,118.5173,149.9139,5.493,STT     US,76.211,247273996288,-5050999936,7.62,State Street Corp,"Instl Trust, Fiduciary & Custody",United States
STT US Equity,2016,STATE STREET CORP,-39.9889,0,-0.8932,STT     US,74.647,256140001280,5018000128,7.69,State Street Corp,"Instl Trust, Fiduciary & Custody",United States
STT US Equity,2017,STATE STREET CORP,-59.3901,-55.1816,-3.1684,STT     US,103.806,235985993728,1249999808,7.52,State Street Corp,"Instl Trust, Fiduciary & Custody",United States
STT US Equity,2018,STATE STREET CORP,-87.367,-87.4126,-2.2414,STT     US,90.632,234007003136,13312000256,7.19,State Street Corp,"Instl Trust, Fiduciary & Custody",United States
STT US Equity,2019,STATE STREET CORP,787.9945,1062.226,42.7818,STT     US,68.775,244605992960,5290999936,7.49,State Street Corp,"Instl Trust, Fiduciary & Custody",United States
STT US Equity,2020,STATE STREET CORP,27.7663,26.0101,0.6527,STT     US,72.579,272074997760,623999744,7.62,State Street Corp,"Instl Trust, Fiduciary & Custody",United States
STX US Equity,2014,SEAGATE TECHNOLOGY HOLDINGS,270.0322,254.3231,7.696,STX     US,65.183,9765000192,1908000000,7.51,Seagate Technology Holdings PL,Computer Hardware & Storage,United States
STX US Equity,2015,SEAGATE TECHNOLOGY HOLDINGS,-85.9761,-87.1556,-1.391,STX     US,44.365,9079000064,2085000000,7.49,Seagate Technology Holdings PL,Computer Hardware & Storage,United States
STX US Equity,2016,SEAGATE TECHNOLOGY HOLDINGS,-85.6726,0,-2.5747,STX     US,38.585,8495000064,930000000,7.37,Seagate Technology Holdings PL,Computer Hardware & Storage,United States
STX US Equity,2017,SEAGATE TECHNOLOGY HOLDINGS,257.7788,236.7001,5.6066,STX     US,39.158,8956000256,1143000000,7.47,Seagate Technology Holdings PL,Computer Hardware & Storage,United States
STX US Equity,2018,SEAGATE TECHNOLOGY HOLDINGS,-33.7517,-29.0954,-0.6515,STX     US,47.95,9578000384,1863000000,7.44,Seagate Technology Holdings PL,Computer Hardware & Storage,United States
STX US Equity,2019,SEAGATE TECHNOLOGY HOLDINGS,114.9781,128.3169,6.9287,STX     US,54.87,8737999872,1058000000,7.17,Seagate Technology Holdings PL,Computer Hardware & Storage,United States
STX US Equity,2020,SEAGATE TECHNOLOGY HOLDINGS,147.7192,143.2691,5.4027,STX     US,53.391,8862000128,1006000000,7.46,Seagate Technology Holdings PL,Computer Hardware & Storage,United States
STZ US Equity,2014,CONSTELLATION BRANDS INC-A,158.2982,155.0669,7.2422,STZ     US,99,14657399808,522800000,5.99,Constellation Brands Inc,Alcoholic Beverages,United States
STZ US Equity,2015,CONSTELLATION BRANDS INC-A,14.441,7.3172,0.7312,STZ     US,142.667,15673400320,510000000,6.72,Constellation Brands Inc,Alcoholic Beverages,United States
STZ US Equity,2016,CONSTELLATION BRANDS INC-A,-54.5094,0,-2.0711,STZ     US,189.471,17717399552,690400000,6.38,Constellation Brands Inc,Alcoholic Beverages,United States
STZ US Equity,2017,CONSTELLATION BRANDS INC-A,40.2299,36.9734,3.0397,STZ     US,232.812,19418400768,710100000,6.76,Constellation Brands Inc,Alcoholic Beverages,United States
STZ US Equity,2018,CONSTELLATION BRANDS INC-A,-65.1405,-64.1185,-2.5078,STZ     US,247.458,24097499136,1243899968,6.57,Constellation Brands Inc,Alcoholic Beverages,United States
STZ US Equity,2019,CONSTELLATION BRANDS INC-A,-3.4154,-2.9845,-0.299,STZ     US,226.409,27555100672,1456300000,6.91,Constellation Brands Inc,Alcoholic Beverages,United States
STZ US Equity,2020,CONSTELLATION BRANDS INC-A,32.9218,39.6907,1.2992,STZ     US,209.667,26462500864,1927500032,NA,Constellation Brands Inc,Alcoholic Beverages,United States
SWK US Equity,2014,STANLEY BLACK & DECKER INC,128.0183,121.6357,4.9165,SWK     US,97.091,16733800448,890600000,7.35,Stanley Black & Decker Inc,Other Machinery & Equipment,United States
SWK US Equity,2015,STANLEY BLACK & DECKER INC,80.8762,137.6563,5.224,SWK     US,116.583,15870900224,824000000,7.69,Stanley Black & Decker Inc,Other Machinery & Equipment,United States
SWK US Equity,2016,STANLEY BLACK & DECKER INC,-62.7934,0,-3.1208,SWK     US,130.5,15720699904,1125199968,7.5,Stanley Black & Decker Inc,Other Machinery & Equipment,United States
SWK US Equity,2017,STANLEY BLACK & DECKER INC,84.2382,81.4401,4.1714,SWK     US,178.765,19773200384,899800032,7.36,Stanley Black & Decker Inc,Other Machinery & Equipment,United States
SWK US Equity,2018,STANLEY BLACK & DECKER INC,-79.7402,-76.549,-1.8902,SWK     US,150.357,20447700992,499000032,7.37,Stanley Black & Decker Inc,Other Machinery & Equipment,United States
SWK US Equity,2019,STANLEY BLACK & DECKER INC,292.5365,284.9354,10.5585,SWK     US,162.867,21322500096,1034999968,7.09,Stanley Black & Decker Inc,Other Machinery & Equipment,United States
SWK US Equity,2020,STANLEY BLACK & DECKER INC,135.5853,126.3787,4.7383,SWK     US,196.6,23040899072,1492800000,NA,Stanley Black & Decker Inc,Other Machinery & Equipment,United States
SWKS US Equity,2015,SKYWORKS SOLUTIONS INC,110.8789,110.8788,2.3225,SWKS    US,113.75,3719399936,598300000,6.8,Skyworks Solutions Inc,Semiconductor Devices,United States
SWKS US Equity,2016,SKYWORKS SOLUTIONS INC,-50.1567,0,-1.1917,SWKS    US,84.571,3855399936,905900000,6.58,Skyworks Solutions Inc,Semiconductor Devices,United States
SWKS US Equity,2017,SKYWORKS SOLUTIONS INC,235.6825,235.6825,10.5703,SWKS    US,119.588,4573599744,1168000000,7.33,Skyworks Solutions Inc,Semiconductor Devices,United States
SWKS US Equity,2018,SKYWORKS SOLUTIONS INC,-48.2283,-48.2283,-1.3056,SWKS    US,111.35,4783300096,1083100000,7.46,Skyworks Solutions Inc,Semiconductor Devices,United States
SWKS US Equity,2019,SKYWORKS SOLUTIONS INC,776.2603,776.2601,28.0396,SWKS    US,88,4842299904,731700000,6.58,Skyworks Solutions Inc,Semiconductor Devices,United States
SWKS US Equity,2020,SKYWORKS SOLUTIONS INC,-4.1946,-4.1946,-0.1183,SWKS    US,160.96,5106699776,815100000,6.9,Skyworks Solutions Inc,Semiconductor Devices,United States
SWN US Equity,2014,SOUTHWESTERN ENERGY CO,16.0092,16.1825,0.2848,SWN     US,41.967,9176999936,66906000,8.05,Southwestern Energy Co,Exploration & Production,United States
SWN US Equity,2015,SOUTHWESTERN ENERGY CO,-69.4048,-69.3963,-1.2379,SWN     US,19.589,10725000192,66000000,8.06,Southwestern Energy Co,Exploration & Production,United States
SWN US Equity,2016,SOUTHWESTERN ENERGY CO,-99.2397,NA,-1.9959,SWN     US,14.438,6889999872,-272000000,8.37,Southwestern Energy Co,Exploration & Production,United States
SYF US Equity,2016,SYNCHRONY FINANCIAL,54.1213,0,2.3086,SYF     US,35.139,87158996992,6676000000,8.16,Synchrony Financial,Consumer Finance,United States
SYF US Equity,2017,SYNCHRONY FINANCIAL,41.4016,71.0217,3.7889,SYF     US,37.263,92547997696,8482000000,8.21,Synchrony Financial,Consumer Finance,United States
SYF US Equity,2018,SYNCHRONY FINANCIAL,-87.6006,-82.5237,-1.7237,SYF     US,37.196,104545001472,9236000256,8.32,Synchrony Financial,Consumer Finance,United States
SYF US Equity,2019,SYNCHRONY FINANCIAL,183.343,279.1768,18.2236,SYF     US,39.763,105942999040,9230000000,8.08,Synchrony Financial,Consumer Finance,United States
SYF US Equity,2020,SYNCHRONY FINANCIAL,-26.1281,-26.1835,-0.4465,SYF     US,32.262,95658000384,7736999936,8.12,Synchrony Financial,Consumer Finance,United States
SYK US Equity,2014,STRYKER CORP,92.5251,94.1037,5.3651,SYK     US,90.591,17514999808,1551000000,7.1,Stryker Corp,Medical Devices,United States
SYK US Equity,2015,STRYKER CORP,34.365,38.7953,1.9066,SYK     US,108.737,15916999680,651000000,7.12,Stryker Corp,Medical Devices,United States
SYK US Equity,2016,STRYKER CORP,6.0631,0,0.3947,SYK     US,126.167,20187000832,1409000000,7.31,Stryker Corp,Medical Devices,United States
SYK US Equity,2017,STRYKER CORP,68.1338,67.2138,2.4826,SYK     US,159.053,21485000704,973000000,7.54,Stryker Corp,Medical Devices,United States
SYK US Equity,2018,STRYKER CORP,-38.5356,-38.9033,-1.6618,SYK     US,185.36,22083999744,1639000000,7.45,Stryker Corp,Medical Devices,United States
SYK US Equity,2019,STRYKER CORP,-53.3079,-53.6697,-2.2346,SYK     US,231.96,26659000320,1898000000,7.04,Stryker Corp,Medical Devices,United States
SYK US Equity,2020,STRYKER CORP,17.8295,17.149,0.614,SYK     US,223,32285999104,2254000000,7.36,Stryker Corp,Medical Devices,United States
SYY US Equity,2014,SYSCO CORP,16.2035,13.6282,0.7862,SYY     US,37.2,13617912832,879925992,7.14,Sysco Corp,Food & Beverage Wholesalers,United States
SYY US Equity,2015,SYSCO CORP,-18.7863,28.0295,2.1724,SYY     US,39.556,13371550720,629929040,7.63,Sysco Corp,Food & Beverage Wholesalers,United States
SYY US Equity,2016,SYSCO CORP,-6.0796,0,0.5886,SYY     US,51.667,16721804288,1405795968,7.8,Sysco Corp,Food & Beverage Wholesalers,United States
SYY US Equity,2017,SYSCO CORP,-1.2949,-1.295,-0.1412,SYY     US,57.071,18418589696,1324874000,7.86,Sysco Corp,Food & Beverage Wholesalers,United States
SYY US Equity,2018,SYSCO CORP,-72.4196,-71.8689,-2.0283,SYY     US,71.625,18542082048,1691126016,7.53,Sysco Corp,Food & Beverage Wholesalers,United States
SYY US Equity,2019,SYSCO CORP,44.1742,49.8359,5.3153,SYY     US,80.917,18956574720,1547844024,7.65,Sysco Corp,Food & Beverage Wholesalers,United States
SYY US Equity,2020,SYSCO CORP,-50.1376,-51.078,-1.1354,SYY     US,67.3,22741557248,1757780976,NA,Sysco Corp,Food & Beverage Wholesalers,United States
